Id	HS_gene_id	Gene	Description	HS	GG	NL	PT	HS_aa	PT_aa	GG_aa	NL_aa	overlap	AbsId	Subs	HS_Subs	PT_Subs	GG_Subs	NL_Subs	#1#_Subs	%AbsId	%Subs	%HS_Subs	%PT_Subs	%GG_Subs	%NL_Subs	%#1#_Subs	%NoId
ENST00000239830	ENSG00000120647	CCDC77	coiled-coil domain containing 77 	ENST00000239830	ENSGGOT00000022038	ENSNLET00000002768	ENSPTRT00000008346	488	488	488	475	474	451	23	0	3	4	15	0	95.1476793248945	4.85232067510549	0	0.632911392405063	0.843881856540084	3.16455696202532	0	0
ENST00000239882	ENSG00000120690	ELF1	E74 like ETS transcription factor 1 	ENST00000239882	ENSGGOT00000010801	ENSNLET00000001522	ENSPTRT00000087224	619	619	619	619	619	613	6	0	1	0	5	0	99.0306946688207	0.969305331179328	0	0.161550888529887	0	0.807754442649435	0	0
ENST00000239891	ENSG00000120697	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase 	ENST00000239891	ENSGGOT00000003112	ENSNLET00000002189	ENSPTRT00000010650	324	386	324	324	324	318	6	0	1	1	3	0	98.1481481481482	1.85185185185185	0	0.308641975308642	0.308641975308642	0.925925925925926	0	0
ENST00000239926	ENSG00000120729	MYOT	myotilin 	ENST00000239926	ENSGGOT00000014566	ENSNLET00000010926	ENSPTRT00000031968	498	498	498	498	498	484	14	3	2	1	8	0	97.1887550200803	2.81124497991968	0.602409638554217	0.401606425702811	0.200803212851406	1.60642570281125	0	0
ENST00000239938	ENSG00000120738	EGR1	early growth response 1 	ENST00000239938	ENSGGOT00000045791	ENSNLET00000011460	ENSPTRT00000080864	543	544	543	544	543	540	3	1	0	1	1	0	99.4475138121547	0.552486187845304	0.184162062615101	0	0.184162062615101	0.184162062615101	0	0
ENST00000240050	ENSG00000120832	MTERF2	mitochondrial transcription termination factor 2 	ENST00000240050	ENSGGOT00000028995	ENSNLET00000008568	ENSPTRT00000009903	385	385	385	385	385	376	9	2	2	2	3	0	97.6623376623377	2.33766233766234	0.519480519480519	0.519480519480519	0.519480519480519	0.779220779220779	0	0
ENST00000240079	ENSG00000120860	WASHC3	WASH complex subunit 3 	ENST00000240079	ENSGGOT00000015028	ENSNLET00000008110	ENSPTRT00000097647	194	199	194	194	166	166	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000240100	ENSG00000120875	DUSP4	dual specificity phosphatase 4 	ENST00000240100	ENSGGOT00000005942	ENSNLET00000021327	ENSPTRT00000037282	394	394	394	394	394	393	1	1	0	0	0	0	99.746192893401	0.253807106598984	0.253807106598985	0	0	0	0	0
ENST00000240123	ENSG00000120896	SORBS3	sorbin and SH3 domain containing 3 	ENST00000240123	ENSGGOT00000022499	ENSNLET00000019952	ENSPTRT00000106319	671	671	671	676	654	626	28	5	2	4	11	5	95.7186544342508	4.28134556574923	0.764525993883792	0.305810397553517	0.611620795107034	1.68195718654434	0.764525993883792	0
ENST00000240285	ENSG00000121039	RDH10	retinol dehydrogenase 10 	ENST00000240285	ENSGGOT00000052286	ENSNLET00000045669	ENSPTRT00000037672	341	341	341	341	341	341	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000240364	ENSG00000121104	FAM117A	family with sequence similarity 117 member A 	ENST00000240364	ENSGGOT00000022386	ENSNLET00000004059	ENSPTRT00000017210	453	453	453	421	421	414	7	2	0	1	4	0	98.3372921615202	1.6627078384798	0.475059382422803	0	0.237529691211401	0.950118764845606	0	0
ENST00000240423	ENSG00000121152	NCAPH	non-SMC condensin I complex subunit H 	ENST00000240423	ENSGGOT00000046579	ENSNLET00000000047	ENSPTRT00000103232	741	745	745	745	736	711	25	3	1	5	14	0	96.6032608695652	3.39673913043478	0.407608695652174	0.135869565217391	0.679347826086957	1.90217391304348	0	0
ENST00000240488	ENSG00000121211	MND1	meiotic nuclear divisions 1 	ENST00000240488	ENSGGOT00000023019	ENSNLET00000007539	ENSPTRT00000087529	205	208	208	206	197	191	6	0	0	1	4	1	96.9543147208122	3.04568527918782	0	0	0.507614213197969	2.03045685279188	0.507614213197969	0
ENST00000240587	ENSG00000121297	TSHZ3	teashirt zinc finger homeobox 3 	ENST00000240587	ENSGGOT00000003695	ENSNLET00000009695	ENSPTRT00000019972	1081	1081	1070	1081	1069	1065	4	0	0	0	3	0	99.6258185219832	0.374181478016837	0	0	0	0.280636108512629	0	0
ENST00000240617	ENSG00000121316	PLBD1	phospholipase B domain containing 1 	ENST00000240617	ENSGGOT00000011562	ENSNLET00000004882	ENSPTRT00000008725	553	554	553	556	553	531	22	4	0	1	16	0	96.0216998191682	3.97830018083182	0.723327305605787	0	0.180831826401447	2.89330922242315	0	0
ENST00000240651	ENSG00000121350	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1 	ENST00000240651	ENSGGOT00000065100	ENSNLET00000006110	ENSPTRT00000008788	500	500	500	500	499	484	15	1	2	4	6	2	96.9939879759519	3.00601202404809	0.200400801603206	0.400801603206413	0.801603206412826	1.20240480961924	0.400801603206413	0
ENST00000240662	ENSG00000121361	KCNJ8	potassium voltage-gated channel subfamily J member 8 	ENST00000240662	ENSGGOT00000008992	ENSNLET00000006253	ENSPTRT00000008798	424	424	424	424	424	424	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000240922	ENSG00000121579	NAA50	N(alpha)-acetyltransferase 50%2C NatE catalytic subunit 	ENST00000240922	ENSGGOT00000043783	ENSNLET00000005898	ENSPTRT00000078795	169	169	168	169	165	163	2	0	0	0	2	0	98.7878787878788	1.21212121212122	0	0	0	1.21212121212121	0	0
ENST00000241014	ENSG00000121653	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1 	ENST00000241014	ENSGGOT00000033483	ENSNLET00000022946	ENSPTRT00000006655	711	711	596	665	519	516	3	2	0	1	0	0	99.4219653179191	0.578034682080926	0.385356454720617	0	0.192678227360308	0	0	0
ENST00000241041	ENSG00000121680	PEX16	peroxisomal biogenesis factor 16 	ENST00000241041	ENSGGOT00000002311	ENSNLET00000033038	ENSPTRT00000006656	346	336	346	338	306	298	8	1	0	2	3	0	97.3856209150327	2.61437908496733	0.326797385620915	0	0.65359477124183	0.980392156862745	0	0
ENST00000241051	ENSG00000121690	DEPDC7	DEP domain containing 7 	ENST00000241051	ENSGGOT00000024269	ENSNLET00000022840	ENSPTRT00000006560	511	511	511	414	381	374	7	0	1	0	5	1	98.1627296587927	1.83727034120734	0	0.26246719160105	0	1.31233595800525	0.26246719160105	0
ENST00000241052	ENSG00000121691	CAT	catalase 	ENST00000241052	ENSGGOT00000010710	ENSNLET00000022874	ENSPTRT00000006587	527	527	527	527	527	511	16	1	1	2	11	0	96.9639468690702	3.03605313092979	0.189753320683112	0.189753320683112	0.379506641366224	2.08728652751423	0	0
ENST00000241125	ENSG00000121743	GJA3	gap junction protein alpha 3 	ENST00000241125	ENSGGOT00000001775	ENSNLET00000001761	ENSPTRT00000106630	435	435	435	419	411	392	19	2	0	3	14	0	95.3771289537713	4.62287104622871	0.48661800486618	0	0.72992700729927	3.40632603406326	0	0
ENST00000241256	ENSG00000121853	GHSR	growth hormone secretagogue receptor 	ENST00000241256	ENSGGOT00000026952	ENSNLET00000007039	ENSPTRT00000029141	366	366	366	366	366	364	2	0	0	0	2	0	99.4535519125683	0.546448087431699	0	0	0	0.546448087431694	0	0
ENST00000241261	ENSG00000121858	TNFSF10	TNF superfamily member 10 	ENST00000241261	ENSGGOT00000066326	ENSNLET00000043639	ENSPTRT00000046695	281	282	281	281	280	270	10	0	1	0	7	0	96.4285714285714	3.57142857142857	0	0.357142857142857	0	2.5	0	0
ENST00000241305	ENSG00000121898	CPXM2	carboxypeptidase X%2C M14 family member 2 	ENST00000241305	ENSGGOT00000007143	ENSNLET00000021759	ENSPTRT00000005771	756	756	756	756	753	734	19	2	4	1	12	0	97.4767596281541	2.52324037184594	0.265604249667995	0.531208499335989	0.132802124833997	1.59362549800797	0	0
ENST00000241436	ENSG00000122008	POLK	DNA polymerase kappa 	ENST00000241436	ENSGGOT00000044267	ENSNLET00000045821	ENSPTRT00000103282	870	897	897	896	861	825	36	3	4	6	21	2	95.8188153310105	4.18118466898954	0.348432055749129	0.464576074332172	0.696864111498258	2.4390243902439	0.232288037166086	0
ENST00000241453	ENSG00000122025	FLT3	fms related tyrosine kinase 3 	ENST00000241453	ENSGGOT00000000890	ENSNLET00000000486	ENSPTRT00000010564	993	993	993	993	993	964	29	4	5	7	11	1	97.079556898288	2.92044310171198	0.40281973816717	0.503524672708963	0.704934541792548	1.10775427995972	0.100704934541793	0
ENST00000241463	ENSG00000122035	RASL11A	RAS like family 11 member A 	ENST00000241463	ENSGGOT00000008823	ENSNLET00000000423	ENSPTRT00000010550	242	242	242	242	242	241	1	0	0	1	0	0	99.5867768595041	0.413223140495873	0	0	0.413223140495868	0	0	0
ENST00000241502	ENSG00000122068	FYTTD1	forty-two-three domain containing 1 	ENST00000241502	ENSGGOT00000011708	ENSNLET00000019830	ENSPTRT00000029451	318	318	318	292	283	279	4	0	0	2	2	0	98.5865724381626	1.41342756183745	0	0	0.706713780918728	0.706713780918728	0	0
ENST00000241651	ENSG00000122180	MYOG	myogenin 	ENST00000241651	ENSGGOT00000002126	ENSNLET00000023113	ENSPTRT00000003399	224	249	249	249	224	224	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000242108	ENSG00000122547	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1 	ENST00000242108	ENSGGOT00000005274	ENSNLET00000002465	ENSPTRT00000035264	569	569	569	569	569	558	11	2	1	0	7	0	98.066783831283	1.93321616871705	0.351493848857645	0.175746924428823	0	1.23022847100176	0	0
ENST00000242208	ENSG00000122641	INHBA	inhibin subunit beta A 	ENST00000242208	ENSGGOT00000056847	ENSNLET00000004005	ENSPTRT00000080042	426	426	426	426	426	425	1	0	0	0	1	0	99.7652582159624	0.234741784037553	0	0	0	0.234741784037559	0	0
ENST00000242257	ENSG00000122687	MRM2	mitochondrial rRNA methyltransferase 2 	ENST00000242257	ENSGGOT00000031435	ENSNLET00000054747	ENSPTRT00000034828	246	246	246	260	246	236	10	2	1	2	4	0	95.9349593495935	4.0650406504065	0.813008130081301	0.40650406504065	0.813008130081301	1.6260162601626	0	0
ENST00000242315	ENSG00000122733	PHF24	PHD finger protein 24 	ENST00000242315	ENSGGOT00000000400	ENSNLET00000006072	ENSPTRT00000046597	400	400	400	244	239	231	8	0	2	0	5	0	96.652719665272	3.34728033472804	0	0.836820083682008	0	2.09205020920502	0	0
ENST00000242375	ENSG00000122787	AKR1D1	aldo-keto reductase family 1 member D1 	ENST00000242375	ENSGGOT00000014738	ENSNLET00000017515	ENSPTRT00000036572	326	326	326	326	326	320	6	0	0	1	5	0	98.159509202454	1.84049079754601	0	0	0.306748466257669	1.53374233128834	0	0
ENST00000242465	ENSG00000122862	SRGN	serglycin 	ENST00000242465	ENSGGOT00000003334	ENSNLET00000014760	ENSPTRT00000004806	158	162	160	156	155	146	9	2	2	1	4	0	94.1935483870968	5.80645161290323	1.29032258064516	1.29032258064516	0.645161290322581	2.58064516129032	0	0
ENST00000242480	ENSG00000122877	EGR2	early growth response 2 	ENST00000242480	ENSGGOT00000005317	ENSNLET00000044271	ENSPTRT00000004746	476	476	476	476	476	474	2	0	0	0	1	1	99.5798319327731	0.420168067226896	0	0	0	0.210084033613445	0.210084033613445	0
ENST00000242505	ENSG00000138286	FAM149B1	family with sequence similarity 149 member B1 	ENST00000242505	ENSGGOT00000015094	ENSNLET00000021125	ENSPTRT00000004936	582	582	488	581	484	450	34	6	1	6	20	1	92.9752066115703	7.02479338842976	1.2396694214876	0.206611570247934	1.2396694214876	4.13223140495868	0.206611570247934	0
ENST00000242576	ENSG00000076248	UNG	uracil DNA glycosylase 	ENST00000242576	ENSGGOT00000030199	ENSNLET00000001859	ENSPTRT00000009939	313	313	313	313	313	305	8	0	0	0	7	1	97.444089456869	2.55591054313099	0	0	0	2.23642172523962	0.319488817891374	0
ENST00000242592	ENSG00000122971	ACADS	acyl-CoA dehydrogenase short chain 	ENST00000242592	ENSGGOT00000002095	ENSNLET00000020273	ENSPTRT00000010177	412	412	412	412	412	407	5	2	0	0	3	0	98.7864077669903	1.21359223300971	0.485436893203883	0	0	0.728155339805825	0	0
ENST00000242719	ENSG00000123091	RNF11	ring finger protein 11 	ENST00000242719	ENSGGOT00000004941	ENSNLET00000040484	ENSPTRT00000073171	154	154	154	131	118	115	3	0	0	0	3	0	97.4576271186441	2.54237288135593	0	0	0	2.54237288135593	0	0
ENST00000242728	ENSG00000123095	BHLHE41	basic helix-loop-helix family member e41 	ENST00000242728	ENSGGOT00000015550	ENSNLET00000006735	ENSPTRT00000008825	482	482	419	389	361	358	3	0	0	2	1	0	99.1689750692521	0.831024930747915	0	0	0.554016620498615	0.277008310249307	0	0
ENST00000242729	ENSG00000123096	SSPN	sarcospan 	ENST00000242729	ENSGGOT00000007119	ENSNLET00000052511	ENSPTRT00000008826	243	243	243	243	243	241	2	0	1	0	1	0	99.1769547325103	0.823045267489718	0	0.411522633744856	0	0.411522633744856	0	0
ENST00000242776	ENSG00000123136	DDX39A	DExD-box helicase 39A 	ENST00000242776	ENSGGOT00000032657	ENSNLET00000017207	ENSPTRT00000019523	427	427	427	427	397	397	0	0	0	0	0	0	100	0	0	0	0	0	0	0
ENST00000242784	ENSG00000123144	TRIR	telomerase RNA component interacting RNase 	ENST00000242784	ENSGGOT00000005568	ENSNLET00000037493	ENSPTRT00000019436	176	176	176	146	142	141	1	0	0	0	1	0	99.2957746478873	0.704225352112672	0	0	0	0.704225352112676	0	0
ENST00000242819	ENSG00000123171	CCDC70	coiled-coil domain containing 70 	ENST00000242819	ENSGGOT00000011217	ENSNLET00000023234	ENSPTRT00000010826	233	233	233	233	230	223	7	0	0	3	4	0	96.9565217391304	3.04347826086956	0	0	1.30434782608696	1.73913043478261	0	0
ENST00000242827	ENSG00000123179	EBPL	EBP like 	ENST00000242827	ENSGGOT00000023632	ENSNLET00000057642	ENSPTRT00000060193	206	206	206	206	206	199	7	2	0	0	5	0	96.6019417475728	3.39805825242719	0.970873786407767	0	0	2.42718446601942	0	0
ENST00000242839	ENSG00000123191	ATP7B	ATPase copper transporting beta 	ENST00000242839	ENSGGOT00000016038	ENSNLET00000051404	ENSPTRT00000010828	1465	1465	1470	1420	1397	1362	35	9	5	4	17	0	97.4946313528991	2.50536864710094	0.644237652111668	0.357909806728704	0.286327845382963	1.21689334287759	0	0
ENST00000242848	ENSG00000123200	ZC3H13	zinc finger CCCH-type containing 13 	ENST00000242848	ENSGGOT00000005523	ENSNLET00000032533	ENSPTRT00000067082	1668	1667	1666	1668	1665	1648	17	2	0	6	8	1	98.978978978979	1.02102102102103	0.12012012012012	0	0.36036036036036	0.480480480480481	0.06006006006006	0
ENST00000242994	ENSG00000123307	NEUROD4	neuronal differentiation 4 	ENST00000242994	ENSGGOT00000004315	ENSNLET00000044861	ENSPTRT00000103892	331	331	331	328	326	319	7	0	1	2	4	0	97.8527607361963	2.14723926380368	0	0.306748466257669	0.613496932515337	1.22699386503067	0	0
ENST00000243045	ENSG00000123353	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2 	ENST00000243045	ENSGGOT00000013266	ENSNLET00000022440	ENSPTRT00000095248	153	153	153	153	153	149	4	0	1	1	1	1	97.3856209150327	2.61437908496733	0	0.65359477124183	0.65359477124183	0.65359477124183	0.65359477124183	0
ENST00000243052	ENSG00000123360	PDE1B	phosphodiesterase 1B 	ENST00000243052	ENSGGOT00000008412	ENSNLET00000022482	ENSPTRT00000009281	536	536	536	536	536	532	4	2	1	0	1	0	99.2537313432836	0.746268656716424	0.373134328358209	0.186567164179104	0	0.186567164179104	0	0
ENST00000243056	ENSG00000123364	HOXC13	homeobox C13 	ENST00000243056	ENSGGOT00000015817	ENSNLET00000022545	ENSPTRT00000009252	330	330	330	286	268	262	6	0	0	2	4	0	97.7611940298507	2.23880597014926	0	0	0.746268656716418	1.49253731343284	0	0
ENST00000243077	ENSG00000123384	LRP1	LDL receptor related protein 1 	ENST00000243077	ENSGGOT00000010264	ENSNLET00000058763	ENSPTRT00000079006	4544	4544	4544	4219	3937	3912	25	6	2	0	17	0	99.3649987299975	0.635001270002533	0.15240030480061	0.050800101600203	0	0.431800863601727	0	0
ENST00000243167	ENSG00000117480	FAAH	fatty acid amide hydrolase 	ENST00000243167	ENSGGOT00000014650	ENSNLET00000021029	ENSPTRT00000001325	579	579	579	579	579	564	15	2	2	4	6	0	97.4093264248705	2.59067357512953	0.345423143350604	0.345423143350604	0.690846286701209	1.03626943005181	0	0
ENST00000243189	ENSG00000117616	RSRP1	arginine and serine rich protein 1 	ENST00000243189	ENSGGOT00000005367	ENSNLET00000011573	ENSPTRT00000101733	290	304	290	294	223	207	16	2	3	3	6	0	92.8251121076233	7.17488789237669	0.896860986547085	1.34529147982063	1.34529147982063	2.69058295964126	0	0
ENST00000243300	ENSG00000123572	NRK	Nik related kinase 	ENST00000243300	ENSGGOT00000016216	ENSNLET00000017441	ENSPTRT00000041228	1582	1526	1582	1582	1526	1483	43	3	3	9	25	3	97.1821756225426	2.8178243774574	0.196592398427261	0.196592398427261	0.589777195281782	1.63826998689384	0.196592398427261	0
ENST00000243344	ENSG00000123607	TTC21B	tetratricopeptide repeat domain 21B 	ENST00000243344	ENSGGOT00000022948	ENSNLET00000004152	ENSPTRT00000023333	1316	1316	1316	1283	1261	1238	23	3	3	5	12	0	98.1760507533704	1.82394924662965	0.237906423473434	0.237906423473434	0.396510705789056	0.951625693893735	0	0
ENST00000243346	ENSG00000123609	NMI	N-myc and STAT interactor 	ENST00000243346	ENSGGOT00000013564	ENSNLET00000013912	ENSPTRT00000023233	307	307	307	307	307	294	13	1	1	1	9	1	95.7654723127036	4.23452768729642	0.325732899022801	0.325732899022801	0.325732899022801	2.93159609120521	0.325732899022801	0
ENST00000243347	ENSG00000123610	TNFAIP6	TNF alpha induced protein 6 	ENST00000243347	ENSGGOT00000026375	ENSNLET00000013941	ENSPTRT00000023236	277	277	277	277	277	271	6	2	0	0	4	0	97.8339350180505	2.16606498194946	0.72202166064982	0	0	1.44404332129964	0	0
ENST00000243440	ENSG00000123685	BATF3	basic leucine zipper ATF-like transcription factor 3 	ENST00000243440	ENSGGOT00000047407	ENSNLET00000038127	ENSPTRT00000003591	127	123	120	120	97	96	1	0	0	0	1	0	98.9690721649485	1.03092783505154	0	0	0	1.03092783505155	0	0
ENST00000243563	ENSG00000077312	SNRPA	small nuclear ribonucleoprotein polypeptide A 	ENST00000243563	ENSGGOT00000001198	ENSNLET00000038535	ENSPTRT00000020426	282	282	282	257	257	255	2	1	0	1	0	0	99.2217898832685	0.778210116731515	0.389105058365759	0	0.389105058365759	0	0	0
ENST00000243662	ENSG00000123892	RAB38	RAB38%2C member RAS oncogene family 	ENST00000243662	ENSGGOT00000025737	ENSNLET00000020563	ENSPTRT00000007742	211	211	211	211	211	209	2	0	0	1	1	0	99.0521327014218	0.947867298578203	0	0	0.4739336492891	0.4739336492891	0	0
ENST00000243673	ENSG00000123901	GPR83	G protein-coupled receptor 83 	ENST00000243673	ENSGGOT00000007726	ENSNLET00000036848	ENSPTRT00000007804	423	422	423	423	422	413	9	2	1	3	3	0	97.8672985781991	2.13270142180095	0.4739336492891	0.23696682464455	0.710900473933649	0.710900473933649	0	0
ENST00000243776	ENSG00000123989	CHPF	chondroitin polymerizing factor 	ENST00000243776	ENSGGOT00000002749	ENSNLET00000012161	ENSPTRT00000024012	775	775	775	769	763	751	12	6	1	1	3	0	98.4272608125819	1.57273918741808	0.786369593709043	0.131061598951507	0.131061598951507	0.393184796854522	0	0
ENST00000243786	ENSG00000123999	INHA	inhibin subunit alpha 	ENST00000243786	ENSGGOT00000003617	ENSNLET00000012207	ENSPTRT00000024019	366	366	366	366	366	346	20	2	2	3	12	1	94.5355191256831	5.46448087431693	0.546448087431694	0.546448087431694	0.819672131147541	3.27868852459016	0.273224043715847	0
ENST00000243878	ENSG00000124074	ENKD1	enkurin domain containing 1 	ENST00000243878	ENSGGOT00000003912	ENSNLET00000006168	ENSPTRT00000101626	346	349	346	339	299	287	12	0	1	1	7	3	95.9866220735786	4.0133779264214	0	0.334448160535117	0.334448160535117	2.34113712374582	1.00334448160535	0
ENST00000243938	ENSG00000124116	WFDC3	WAP four-disulfide core domain 3 	ENST00000243938	ENSGGOT00000004656	ENSNLET00000008628	ENSPTRT00000025240	231	231	234	231	221	211	10	1	0	3	6	0	95.4751131221719	4.52488687782805	0.452488687782805	0	1.35746606334842	2.71493212669683	0	0
ENST00000243997	ENSG00000124172	ATP5F1E	ATP synthase F1 subunit epsilon 	ENST00000243997	ENSGGOT00000016676	ENSNLET00000023681	ENSPTRT00000025501	51	51	53	51	40	39	1	1	0	0	0	0	97.5	2.5	2.5	0	0	0	0	0
ENST00000244007	ENSG00000124181	PLCG1	phospholipase C gamma 1 	ENST00000244007	ENSGGOT00000007860	ENSNLET00000008268	ENSPTRT00000025114	1291	1290	1290	1182	1125	1116	9	1	1	0	7	0	99.2	0.799999999999997	0.088888888888889	0.088888888888889	0	0.622222222222222	0	0
ENST00000244040	ENSG00000124209	RAB22A	RAB22A%2C member RAS oncogene family 	ENST00000244040	ENSGGOT00000015586	ENSNLET00000011934	ENSPTRT00000109378	194	194	194	279	185	182	3	1	0	0	2	0	98.3783783783784	1.62162162162163	0.540540540540541	0	0	1.08108108108108	0	0
ENST00000244050	ENSG00000124216	SNAI1	snail family transcriptional repressor 1 	ENST00000244050	ENSGGOT00000022232	ENSNLET00000008919	ENSPTRT00000088637	264	264	264	264	264	258	6	3	1	0	2	0	97.7272727272727	2.27272727272727	1.13636363636364	0.378787878787879	0	0.757575757575758	0	0
ENST00000244051	ENSG00000124217	MOCS3	molybdenum cofactor synthesis 3 	ENST00000244051	ENSGGOT00000009036	ENSNLET00000024252	ENSPTRT00000025390	460	460	460	460	460	449	11	0	2	2	7	0	97.6086956521739	2.39130434782609	0	0.434782608695652	0.434782608695652	1.52173913043478	0	0
ENST00000244061	ENSG00000124226	RNF114	ring finger protein 114 	ENST00000244061	ENSGGOT00000033370	ENSNLET00000008916	ENSPTRT00000025365	228	228	228	228	204	200	4	0	0	1	2	1	98.0392156862745	1.96078431372548	0	0	0.490196078431373	0.980392156862745	0.490196078431373	0
ENST00000244217	ENSG00000124370	MCEE	methylmalonyl-CoA epimerase 	ENST00000244217	ENSGGOT00000025202	ENSNLET00000013120	ENSPTRT00000022406	176	176	176	176	176	171	5	0	0	0	4	0	97.1590909090909	2.84090909090909	0	0	0	2.27272727272727	0	0
ENST00000244221	ENSG00000124374	PAIP2B	poly(A) binding protein interacting protein 2B 	ENST00000244221	ENSGGOT00000056111	ENSNLET00000044760	ENSPTRT00000022408	123	123	123	123	123	123	0	0	0	0	0	0	100	0	0	0	0	0	0	0
